Gene	090317_0121166	090318_0121167	090319_0121168	090320_0121169	090321_0121170	090322_0121171	090323_0121172	090324_0121173	090325_0121174	090326_0121175	090327_0121176	090328_0121177	090329_0121178	090330_0121179	090331_0121180	090332_0121181	090333_0121182	090334_0121183	090335_0121184	090336_0121185	090337_0121186	090338_0121187	090339_0121188	090340_0121189	090341_0121190	090342_0121191	090343_0121192	090344_0121193	090345_0121194	090346_0121195	090347_0121196	090348_0121197	090349_0121198	090350_0121199	090351_0121200	090352_0121201	090353_0121202	090354_0121203	090355_0121204	090356_0121205	090357_0121206	090358_0121207	090359_0121208	090360_0121209	090361_0121210	090362_0121211	090363_0121212	090364_0121213	090365_0121214	090366_0121215		MaxL2T	MinL2T	Max-Min	Max-Min/Min+1	coeff of var	#samples_zero
SMARCAD1	5.5	5.8	5.9	5.7	5.7	5.8	6.1	5.5	5.1	5.8	5.6	5.8	5.8	5.8	5.9	5.6	5.5	5.5	5.8	5.8	5.9	5.9	6	5.7	5.5	5.7	5.8	5.7	5.9	5.8	5.8	5.6	5.6	5.6	5.9	5.9	5.9	6	5.6	5.9	4.9	5.7	6	5.7	5.7	5.9	5.5	5.6	5.8	5.9		6.1	4.9	1.2	0.203389831	0.037499893	0
CDC73	4.9	5	5.1	5	5	5	5.2	4.9	4.9	4.3	4.8	4.9	5	4.9	4.9	4.8	4.9	4.9	5.1	4.9	4.8	5.2	5.6	5	5.1	5.1	5	4.6	4.9	4.9	5	5.1	5	5	5.2	4.8	5.1	5.2	5	5	4.9	5.1	5.2	5.3	5.1	5	5	5.1	5.1	4.8		5.6	4.3	1.3	0.245283019	0.037496198	0
KMT5A	5.1	5.4	5.2	5.3	5.2	4.9	5.4	5.4	5.5	5.8	5.6	5.2	5.2	5.7	5.4	5.4	5.4	5.7	5.2	5.6	5.4	5.5	6	5.4	5.4	5.2	5.4	5.3	5.6	5.1	5.6	5.3	5.5	5.7	5.5	5.4	5.3	5.6	5.4	5	5.3	5.3	5.4	5.6	5.4	5.2	5.4	5.4	5.4	5.5		6	4.9	1.1	0.186440678	0.037490722	0
DCTN1	8.1	8.7	8.5	8.7	8.7	8.4	7.7	8.8	7.3	8.1	7.9	8.2	8.4	8.3	8.4	8.1	8.5	8.6	8.6	8.6	8.6	8.7	7.5	8.7	8.4	8.7	8.3	8.6	8.5	8.6	8.5	8.6	8.5	8.4	8.7	8.6	8.4	8.3	8.6	8.3	7.8	8.6	8.5	8.3	8.4	8.5	8.4	8.3	8.1	8.5		8.8	7.3	1.5	0.180722892	0.037478905	0
BBS2	5.4	5.5	5.9	5.6	5.6	5.3	5.8	5.5	5.5	5.2	5.6	5.6	5.5	5.3	5.6	5.5	5.5	5.2	5.6	5.1	5.5	5.6	5.8	5.4	5.6	5.5	5.8	5.4	5.6	5.5	5.7	5.4	5.3	5.3	5.7	5.7	5.6	5.6	5.5	5.3	5.5	5.6	5.7	4.8	5.2	5.7	5.2	5.5	5.3	5.3		5.9	4.8	1.1	0.189655172	0.03747715	0
RNF170	5	4.9	5.2	4.8	5	5.2	5.2	4.9	4.6	4.7	4.9	5	5	5.1	4.9	5	4.9	4.9	5.2	4.9	4.9	5	5.7	4.9	5.1	4.7	5	5	5	4.9	4.9	4.8	5.2	5.1	5.2	4.9	5	5	4.9	5.1	5	5	5.3	4.6	5.3	5.2	5	5.1	5	4.9		5.7	4.6	1.1	0.196428571	0.037471077	0
KDELR2	8	7.4	7.9	7.2	7.5	7.7	8.2	7.2	8.2	7.6	7.9	7.5	7.5	7.7	7.4	7.9	7.5	7.7	7.6	7.3	7.4	7.7	8.8	7.5	8	7.6	8.1	7.7	7.7	7.4	7.4	7.7	7.9	7.7	7.9	7.7	7.6	7.8	7.8	7.6	8.1	7.7	8	7.8	8	7.8	7.5	7.8	7.9	7.5		8.8	7.2	1.6	0.195121951	0.037469387	0
MAP2K4	5.1	5.1	5.3	5.2	5.2	5.3	5.8	5	4.9	5.2	5.1	5.2	5.5	5.2	5.4	5.4	4.9	4.9	5	4.9	5.2	5.3	5.4	5.1	5.1	5.1	5.1	5.1	5.2	5.3	5.2	5.2	5.3	5.2	4.8	5	5.4	5.5	5.2	5.5	4.8	5.4	5.3	5.2	5.2	5.4	5.2	5.1	5.4	5.2		5.8	4.8	1	0.172413793	0.037467532	0
PRKD3	5.2	5.6	5.7	5.6	5.6	5.8	5.9	5.4	4.8	5.5	5.2	5.6	5.3	5.5	5.7	5.4	5.5	5.2	5.8	5.5	5.4	5.6	6.1	5.6	5.4	5.7	5.7	5.5	5.6	5.5	5.4	5.6	5.7	5.7	5.7	5.7	5.6	5.7	5.5	5.6	5.4	5.5	5.8	5.6	5.7	5.7	5.5	5.3	5.5	5.7		6.1	4.8	1.3	0.224137931	0.037465814	0
VPS35L	5.2	5.4	5.4	5.5	5.5	5.2	5.5	5.2	5.7	5.5	5.4	5.5	5.5	5.6	5.5	5.6	5.2	5.2	5.3	5.5	5.4	5.5	5.4	5.2	5.1	5.3	5.5	5.5	5.7	5.4	5.5	5.4	5.2	4.9	5.1	5.4	5.2	5.4	5.2	5.3	4.8	5.3	5.4	4.9	5.4	5.6	5.1	5.4	5.1	5.1		5.7	4.8	0.9	0.155172414	0.037456349	0
FAM32A	8.2	8.4	8.5	8.3	8.3	8.1	7.7	8.6	7.6	7.8	7.9	8.2	8.1	8	8.3	8.1	8.3	8.3	8.3	8.1	8.2	8.3	6.5	8.2	8	8.4	8	8	8.1	8	8.3	8.3	8.3	8.1	8.4	8.3	8	7.9	8.4	8.1	8.1	8.3	8.1	8	8.1	8	8.2	8	8	8.1		8.6	6.5	2.1	0.28	0.037451978	0
NR5A2	5.2	5.1	5.5	5	5.4	5.2	5.7	5	5.3	5.2	5.3	5.2	5.5	5.3	5.4	5.1	5.2	5.1	5.2	5.1	5.1	5.3	5.9	5.2	5	5.4	5.1	5.2	5.1	5.1	5.1	5.2	5.2	5.2	5.4	5.2	5.2	5	5.1	5.1	5	5.4	5.6	5.2	5.2	5.6	5	5.2	5	5		5.9	5	0.9	0.15	0.037443128	0
PALLD	6.6	6.6	6.7	6.5	6.7	6.4	6.5	6.4	5.7	5.9	6.3	6.5	6.3	6.1	6.1	6.3	6.5	6.3	6.5	6.5	6.5	6.6	7	6.6	6.4	6.5	6.6	6.6	6.6	6.5	6.5	6.5	6.2	6.4	6.9	6.7	6.3	6.4	6.4	6.2	6.5	6.8	6.8	6.5	6.4	6.9	6.1	6.3	6.4	6.3		7	5.7	1.3	0.194029851	0.037442452	0
CALCOCO2	5.5	5.8	5.9	5.6	6	5.6	5.6	5.9	5	5.4	5.7	5.8	5.9	5.5	5.8	5.7	5.8	5.8	6	5.7	5.8	5.8	5	5.6	5.6	5.8	5.7	5.7	5.7	5.9	5.7	5.8	5.7	5.8	6.1	6.1	5.8	5.7	5.8	5.6	5.5	5.8	6	5.7	5.5	5.6	5.6	5.5	5.8	5.7		6.1	5	1.1	0.183333333	0.037431012	0
ORC2	5	5.3	5.4	5.2	5.2	5.4	5.6	5.1	5.4	5.2	5.5	5.4	5.3	5.4	5.4	5.3	5.3	5.1	5.3	5	5.4	5.4	6	5.4	5.4	5.2	5.4	5.1	5.2	5.4	5.3	5.4	5.7	5.7	5.4	5.2	5.4	5.6	5.2	4.9	5.3	5.2	5.4	5.4	5.3	5.4	5.2	5.8	5.5	5.5		6	4.9	1.1	0.186440678	0.03743083	0
TMX2	6.1	6.1	6.1	6.3	6.2	6.7	6.5	6.1	6.3	6.8	6.7	6.2	6.1	6.3	6.6	6.4	6	5.6	6	6.4	6.2	6	5.9	6	5.9	6.1	6.2	6.4	6.2	6.2	6.3	5.9	6	6.2	6	6.1	6.5	6.3	6	6.2	5.9	6.2	6.1	6.2	6.5	6.5	6.2	6.3	6.2	6.3		6.8	5.6	1.2	0.181818182	0.037413057	0
FAM177A1	5.9	5.5	5.9	5.4	5.7	5.8	5.9	5.8	5.6	5.6	5.6	5.1	5.6	6	5.5	5.8	5.8	5.5	5.8	5.6	5.5	5.7	6.3	5.6	6	5.7	5.8	5.8	5.8	5.4	5.6	5.8	6	6	6	5.8	5.8	6	5.6	5.7	6	5.6	5.9	6	5.9	5.8	5.6	5.4	5.9	5.9		6.3	5.1	1.2	0.196721311	0.037410519	0
ZNF532	5.8	6.1	6.1	6.3	6.3	6.2	6.4	6	5.8	5.6	6	6	6.1	6.1	6	5.9	5.7	5.7	6.1	6.1	6.3	6.3	6.7	5.9	5.6	6	6	6.4	6.1	6.3	6.2	5.8	5.9	6	6	6.1	6.1	6	5.8	6.2	5.5	6.1	6.2	6	6.1	6.2	6.1	5.9	5.8	6		6.7	5.5	1.2	0.184615385	0.037392774	0
CUTA	6.6	6.7	6.7	6.5	6.5	6.7	6.8	6.5	6.1	7.3	7.4	6.9	6.9	7.1	6.9	7.1	6.9	6.8	6.5	6.6	6.7	6.5	6.6	6.7	6.8	6.5	6.8	6.8	6.8	6.6	6.6	6.7	6.8	6.5	6.5	6.4	6.8	6.7	6.5	7	7.2	6.8	6.3	6.7	6.8	6.8	6.7	7.2	6.7	6.4		7.4	6.1	1.3	0.183098592	0.037389775	0
NDUFB5	5.3	5.2	5.4	5.2	5.2	5.2	5.5	5.1	5.7	5	5.4	5	5.2	5	4.9	5.2	5.1	5.4	5.3	5	5.2	5.3	4.6	5.2	5.1	5.4	5.5	5.6	5.3	5.2	5.1	5.2	5.1	5.4	5.3	5.5	5.2	5.2	5.4	5.4	5.4	5.4	5.4	5	5.4	5.4	5.1	5	5.3	5.2		5.7	4.6	1.1	0.196428571	0.037384509	0
TOLLIP	5.6	5.4	5.6	5.5	5.5	5.5	5.9	5.6	5.8	6.1	5.6	5.8	5.8	5.9	5.5	5.6	5.4	5.5	5.5	5.2	5.5	5.5	6.4	5.6	5.6	5.6	5.8	5.4	5.5	5.4	5.5	5.6	5.7	5.7	5.9	5.6	5.8	5.6	5.6	5.5	6	5.5	5.8	6	5.6	5.6	5.4	5.6	5.7	5.5		6.4	5.2	1.2	0.193548387	0.037383553	0
DHX29	4.9	5.1	5	5.2	5	5.2	5	4.8	4.5	4.8	5	5.5	4.8	5.2	5.2	4.9	4.8	4.8	5.2	4.9	5.2	5	5.4	5	5	4.9	5.1	5.2	5	5.1	5.2	5	4.9	5.1	4.9	5	5	5.2	4.8	4.9	4.6	5	5	5.2	4.9	5	4.9	4.8	5	5.3		5.5	4.5	1	0.181818182	0.037376402	0
FAM118B	5.6	5.7	5.6	5.6	5.6	5.5	5.6	5.6	5.2	5.8	6	6.1	5.9	5.7	5.8	5.9	5.6	5.5	5.6	5.7	6	5.6	5.9	5.8	5.7	5.5	5.8	5.8	6	5.8	5.5	5.5	5.4	5	5.8	5.6	5.8	5.8	5.4	5.8	5.4	5.6	5.7	5.4	5.4	5.8	5.4	5.5	5.6	5.6		6.1	5	1.1	0.183333333	0.037374831	0
NEMF	6.3	6.3	6.1	6.6	6.3	6.2	6.2	6.3	5.2	6.3	6.3	6.7	6.2	6	6.2	6.2	6.4	6.6	6.5	6.7	6.6	6.2	6	6.5	6.4	6.4	6.2	6.4	6.4	6.6	6.6	6.4	6.2	6.3	6.3	6.3	6.3	6.4	6.4	6.5	5.9	6.3	6.2	6.3	6.1	6.3	6.5	6.3	6.3	6.3		6.7	5.2	1.5	0.241935484	0.037372819	0
ORMDL3	4.7	5	4.8	5	4.9	4.8	4.7	4.6	5.1	5	5.1	4.7	4.8	4.6	4.8	4.8	5	5	5	5	4.9	4.8	5.5	5.2	5.1	5	5.1	5	5	5	4.9	4.9	5	5.2	5.2	4.8	5.1	4.8	5	5	5.4	5.1	4.8	5.2	4.9	4.9	4.9	5.2	4.8	4.8		5.5	4.6	0.9	0.160714286	0.037366516	0
PSMD2	7.9	8.5	8.2	8.8	8.3	8.4	8	8.6	7.1	8.4	8.2	8.5	8.3	8.5	8.6	8.3	8.4	8.4	8.4	8.6	8.6	8.4	7.3	8.5	8.2	8.3	8.2	8.5	8.5	8.7	8.6	8.5	8.4	8.4	8.3	8.4	8.5	8.5	8.4	8.6	7.6	8.3	8.2	8.3	8.4	8.4	8.6	8.4	8.2	8.6		8.8	7.1	1.7	0.209876543	0.03736604	0
SLC1A5	7.3	7.4	7.2	7.4	7.4	7.9	7.3	7.4	7.3	8.2	7.6	7.7	7.7	7.7	8	7.7	7.4	7.4	7.1	7.2	7.4	7.3	6.9	7.3	7.4	7.3	7.1	7	7.3	7.4	7.4	7.5	7.8	7.5	7	7.2	7.6	7.6	7.6	7.5	7.5	7.3	7	7.8	7.4	7.6	7.8	7.9	7.7	7.9		8.2	6.9	1.3	0.164556962	0.037359565	0
TANC1	6.5	6.2	6.3	6.1	6.2	6.3	6.4	6.1	6.7	6	6.2	6.2	6.3	6.4	6.1	6.4	6.4	6.2	6.4	6.5	6.3	6.3	7.6	6.3	6.5	6.3	6.5	6.5	6.2	6.4	6.4	6.3	6.6	6.7	6.4	6.4	6.3	6.3	6.3	6.2	6.8	6.3	6.4	6.6	6.5	6.4	6.2	6.5	6.4	6.4		7.6	6	1.6	0.228571429	0.03735882	0
ZC3H7A	6	5.7	5.8	5.6	5.8	5.5	5.9	5.7	5.4	5.1	5.5	5.5	5.4	5.5	5.6	5.5	5.6	5.7	5.8	5.6	5.8	5.8	6.3	5.8	5.8	5.7	5.9	5.6	5.6	5.8	5.5	5.7	5.4	5.4	5.5	5.7	5.6	5.8	5.5	5.6	5.3	5.7	6	5.5	5.4	5.8	5.4	5.3	5.6	5.6		6.3	5.1	1.2	0.196721311	0.037355028	0
OSBPL10	5.6	5.9	6	6.1	5.9	5.9	6.3	5.8	5.9	5.8	6	5.6	5.8	5.7	5.9	5.9	5.6	5.5	5.9	6	6.1	6.1	6.3	5.8	5.5	5.9	5.9	6	5.8	6.1	5.8	5.6	5.6	5.3	5.6	5.8	5.9	6	5.5	5.9	5.6	5.7	5.9	5.5	5.8	6.1	5.6	5.9	5.5	5.7		6.3	5.3	1	0.158730159	0.037350047	0
PTBP1	7.2	6.9	7	6.7	6.9	7	7.3	6.9	7.5	6.9	7	6.5	6.7	6.9	6.6	7.1	6.9	6.6	6.6	6.8	6.8	6.9	7.8	6.8	6.6	6.7	7	6.8	6.9	6.7	6.8	6.7	6.7	6.6	6.6	7	7	7	6.7	7	7.6	7	6.8	6.9	7	7	6.8	7.1	6.8	6.6		7.8	6.5	1.3	0.173333333	0.037346685	0
ALDH2	4.2	4.2	4	4.2	4.2	4.2	4.2	4.2	3.9	4.2	3.9	4.2	4.2	3.7	3.9	4.1	3.9	4.1	4.2	4	4.2	4.1	4.1	4	4	3.8	4.1	4.2	4	4.3	4.1	3.9	4	3.9	3.9	4.1	4	3.9	3.7	4.3	3.9	3.9	4.1	3.8	4.1	4.2	4.1	4.2	4.2	4		4.3	3.7	0.6	0.127659574	0.037327814	0
ITGB5	5.8	5.9	5.9	6.2	6.1	6.2	5.9	6.2	5.8	6.5	6.5	6.4	6.1	6.4	6.3	6.2	6	6.2	6	6.3	6.4	6.2	5.5	6.1	5.8	6	5.9	6	6.1	6.4	6.3	6	6	5.9	5.7	5.8	6.1	6.2	5.9	6	5.7	5.9	5.8	5.9	5.9	6.2	6.3	6.3	5.9	6.2		6.5	5.5	1	0.153846154	0.037327307	0
LAMTOR1	6.4	6.4	6.6	6.4	6.7	6.7	6.8	6.6	6.8	7.2	6.9	6.8	6.9	7.1	6.6	6.9	6.5	6.4	6.2	6.6	6.7	6.2	6.4	6.1	6.3	6.5	6.5	6.6	6.7	6.6	6.6	6.5	6.5	6.4	6.3	6.6	6.6	6.8	6.1	6.3	6.6	6.4	6.4	6.1	6.4	6.8	6.4	6.3	6.6	6.3		7.2	6.1	1.1	0.154929577	0.037326448	0
SNRPG	9.3	9.2	8.8	8.9	9.1	9	9.1	9.5	8.9	8.6	8.2	8.7	8.6	8.6	9.2	8.8	9.2	9.2	9	8.8	8.8	8.9	7.3	9.2	8.9	8.9	8.8	8.8	8.8	8.8	9.1	9.2	9.1	8.8	8.8	8.9	9	8.8	9.3	9.4	9.1	9	8.8	8.9	8.9	8.6	9.2	8.8	9	9.1		9.5	7.3	2.2	0.265060241	0.037311008	0
THOC7	7.4	6.8	7.1	6.9	7	6.4	7.3	6.9	7.5	6.1	6.9	6.8	6.9	6.9	6.8	6.9	7	7.1	6.7	6.6	7	6.9	7.2	7	7.2	7.1	7.3	6.9	7.1	6.9	6.6	7	6.7	6.9	7.2	7	6.8	6.8	7	6.7	7.1	6.9	7.1	6.7	6.8	7	6.6	6.3	7	6.9		7.5	6.1	1.4	0.197183099	0.037307376	0
COMMD1	7.5	7.1	7.2	7.5	7.3	7.2	7.4	7.6	8	7.5	7.7	7.4	7.7	7.3	7.5	7.5	7.5	7.7	7.4	7.1	7.3	7.1	6.4	7.3	7.4	7.4	7.2	7.6	7.4	7.3	7.2	7.2	6.9	7	7.2	7.4	7.3	7.1	7.3	7.7	7	7.1	6.9	6.8	7.3	7.3	7.3	7.2	7	7		8	6.4	1.6	0.216216216	0.037306268	0
SECISBP2L	5.6	5.6	6	5.6	5.7	5.8	6.1	5.4	5.4	5.5	5.2	5.7	5.6	5.6	5.4	5.6	5.4	5.4	5.6	5.6	5.7	5.8	6.4	5.8	5.6	5.7	5.9	5.7	5.6	5.8	5.7	5.7	5.7	5.7	5.9	5.9	5.8	6	5.7	5.8	5.6	5.9	6	6	5.9	5.9	5.5	5.9	5.7	5.7		6.4	5.2	1.2	0.193548387	0.037298327	0
ZC3H7B	5.4	5.7	5.6	5.8	5.6	5.5	5.4	5.6	5	5.7	5.4	5.6	5.5	5.5	5.4	5.6	5.5	5.5	5.6	5.5	5.7	5.6	5.7	5.7	5.6	5.7	5.6	5.8	5.8	5.9	5.8	5.6	5.4	5.4	5.7	5.9	5.7	5.9	5.4	5.7	4.8	5.4	5.4	5.4	5.6	5.5	5.5	5.2	5.4	5.6		5.9	4.8	1.1	0.189655172	0.037288938	0
PIGK	5.1	5.2	5.3	5	5.2	5.1	5.3	4.8	5	5	5.2	5.4	5.1	5.2	5.1	5.3	4.8	4.7	5.2	4.9	5.2	5.5	4.8	5.2	5.2	5.1	5.3	5.1	5.4	5.1	5	5.3	4.9	4.8	5.4	5.2	5.2	5.2	5.3	5.2	4.9	5.4	5.5	5	5.4	5.3	5	5.1	5.1	5		5.5	4.7	0.8	0.140350877	0.037288515	0
P4HA1	5.7	5.5	5.6	5.7	5.7	6	5.9	5.4	6.6	6.2	6	5.8	5.5	5.8	5.8	6.2	5.4	5.6	5.7	5.5	5.8	5.7	5.8	5.7	6	5.6	5.9	6	5.9	5.7	5.8	5.8	5.8	5.9	5.6	5.7	5.9	5.9	5.7	5.6	6	5.7	5.9	5.6	5.8	5.7	5.9	5.9	6.1	5.9		6.6	5.4	1.2	0.1875	0.037284002	0
GATA3	6.1	6	6	6	6	6.1	6.6	5.9	5.5	5.9	6.2	5.8	5.9	6.2	5.9	6	5.8	5.7	5.9	5.7	5.9	6.1	6.8	5.8	5.8	5.6	5.9	5.8	5.6	5.7	6	5.9	6.1	6	5.8	6	6	6.2	5.9	6.1	6	6.1	5.9	6.2	6	6.1	6	6	6.2	6.1		6.8	5.5	1.3	0.2	0.037273632	0
KLHDC2	5	4.9	5	5.2	5.2	4.8	5.2	4.9	4.5	5.2	4.9	5.5	5	5	5.2	5.1	5.1	5	5.1	5.1	5.2	5	5.2	4.9	4.7	5.2	5.1	5	5	5.2	5.1	4.8	5	4.9	5.2	5.4	5.2	5	4.6	4.7	5	5	5	4.8	5	5.3	5	5	5	5		5.5	4.5	1	0.181818182	0.037271072	0
NGDN	7.2	6.9	7.1	6.6	6.9	6.8	6.8	6.8	7.6	6.9	6.9	6.3	6.8	6.5	6.9	7	6.8	7.1	6.8	7	6.8	6.8	6	6.7	6.9	7	7	6.8	6.7	6.6	6.6	7	7.3	7	7	7	6.7	6.8	7.2	6.6	7.3	6.9	6.9	7.1	6.9	7.1	6.8	6.6	6.9	7		7.6	6	1.6	0.228571429	0.037270392	0
GMPR	5.8	5.8	5.7	6	6	6.3	5.6	5.8	5.3	5.8	6.2	5.8	6	5.8	5.9	5.4	5.8	6.1	5.5	5.8	6	5.5	5.2	5.9	5.5	5.7	5.5	5.9	5.6	5.7	5.8	5.8	5.9	5.9	5.6	5.5	5.8	5.8	5.9	5.6	5.8	5.8	5.6	5.5	5.6	5.8	5.9	5.8	5.9	5.9		6.3	5.2	1.1	0.177419355	0.037253874	0
RPL36	9.1	8.6	8.4	8.2	8.7	8.7	8.2	8.8	9.3	8.9	8.6	8.8	8.7	8.7	8.8	8.7	8.9	8.6	7.9	7.9	8.4	8.2	7.4	8.4	8.5	8.5	8.4	8.3	8.6	8.3	8.4	8.2	8.7	8.7	8.6	8.8	8.2	8.3	8.5	8.5	8.8	8.3	8.2	8.5	8.4	8.2	8.5	8.6	8.6	8.4		9.3	7.4	1.9	0.226190476	0.037249216	0
CCNYL1	5.6	5.7	5.7	5.7	5.7	5.8	6.3	5.6	5.4	6	5.9	5.5	5.8	5.6	5.6	5.9	5.5	5.4	5.8	5.7	5.7	5.8	6.4	5.8	5.6	5.7	5.9	5.9	5.7	5.6	5.6	5.7	5.4	5.6	5.5	5.7	5.8	6	5.4	6	5.5	5.8	5.8	5.6	6	6	5.5	5.6	5.8	5.5		6.4	5.4	1	0.15625	0.037247504	0
GPX8	6.4	6.2	6.3	6.1	6.4	6.1	6.4	6.1	6.9	6.3	6.4	6.4	5.9	5.9	5.9	6.4	6.3	6.1	6.1	6	6.4	6.3	6.9	6.2	6.2	6.2	6.5	6.5	6.5	6.3	6.2	6	6.2	6.2	6.4	6	6.2	6.2	6	6.3	6.6	6.4	6.3	5.8	6.3	6.6	6	6.4	6.3	5.9		6.9	5.8	1.1	0.161764706	0.037243811	0
ABT1	5.1	5.5	5.1	5.4	5.4	5.6	5.1	5.6	5	5.7	5.8	6	5.7	5.6	5.7	5.6	5.4	5.5	5.4	5.4	5.5	5.6	5.1	5.2	5.5	5.5	5.2	5.3	5.6	5.4	5.5	5.4	5.7	5.5	5.3	5.5	5.5	5.5	5.2	5.5	5.5	5.4	5.4	5.6	5.3	5.2	5.7	5.4	5.5	5.7		6	5	1	0.166666667	0.037243201	0
STAT1	5.7	6.1	6.3	6.4	6.3	6.2	6.1	6.1	5.6	6.1	6	6	6.3	6	6.2	5.7	5.8	5.8	6.3	6.3	6.5	6.1	5.8	6.3	6.2	6	6.2	6	5.8	6.4	6	6.1	5.9	6.2	6.4	6.4	6.2	6.4	6.2	5.8	5.6	6.1	6	6	5.9	6.4	5.9	5.9	6	6.1		6.5	5.6	0.9	0.136363636	0.037240963	0
DRG1	6.6	6.6	6.7	7	6.8	6.7	6.9	6.7	6.3	7.1	7	6.9	7	7.1	7	6.8	6.6	6.8	6.7	6.9	7	6.6	5.6	6.7	6.6	6.7	6.9	6.7	6.9	7.1	7	6.8	6.6	6.7	6.7	6.8	6.9	6.9	6.9	7.1	6.5	6.6	6.6	6.7	6.8	6.8	7.1	7.1	6.6	7		7.1	5.6	1.5	0.227272727	0.037238652	0
ZC3H11A	6.9	6.8	7	6.7	6.8	6.8	7.2	6.6	6	6.4	6.8	6.3	6.5	6.7	6.4	6.7	6.7	6.7	7	6.9	6.9	7	7.7	6.9	7	6.8	6.9	6.8	6.8	6.8	6.8	7	6.9	6.9	7.1	6.9	6.8	7	6.9	6.9	6.9	7	7.2	7.2	7	7	6.7	6.8	7	6.8		7.7	6	1.7	0.242857143	0.03723619	0
SETD5	6.1	6	6.1	5.9	6	5.9	6.2	6	5.6	5.6	5.7	5.6	5.8	5.7	5.6	5.8	6	5.9	6	6.2	6	6	7	6	6.1	6	6.1	6	5.9	6	5.9	6	6.1	6.1	6.2	6.1	5.9	5.9	5.9	5.8	6	6.1	6.1	6	6.1	6.1	5.9	5.7	5.7	5.8		7	5.6	1.4	0.212121212	0.037225529	0
NPR3	8.4	8.8	8.9	8.8	9	8.5	9	8.6	8	7.9	8.4	8.4	8.7	8.2	8.2	8.3	8.3	8.3	8.7	8.7	8.8	8.9	9.3	8.7	8.5	8.8	8.8	8.7	8.8	8.8	8.7	8.6	8	8.3	8.9	8.8	8.7	8.8	8.5	8.8	8.3	8.9	8.9	8.1	8.6	9	8.2	8.3	8.1	8.1		9.3	7.9	1.4	0.157303371	0.037215141	0
BCL2L1	5.6	5.7	5.5	5.8	5.7	5.9	5.4	5.6	6.1	5.9	6	5.7	5.6	6	6.1	5.6	5.6	5.7	5.8	5.9	5.7	5.6	4.9	5.8	5.9	5.5	5.6	5.9	5.6	5.6	5.8	5.6	6	5.7	5.6	5.6	5.7	6	5.6	5.6	5.8	5.6	5.7	6.1	5.7	5.6	5.8	6.1	5.8	5.9		6.1	4.9	1.2	0.203389831	0.037207572	0
JARID2	5.1	5.4	5.4	5.2	5.2	5.1	5.3	5.5	5	5.1	5.2	5	5.2	5.2	5	5.3	5.4	5.4	5.4	5.5	5.2	5.2	6	5.5	5.3	5.4	5.4	5.3	5.5	5.3	5.3	5.4	5.1	5.2	5.4	5.5	5.4	5.2	5.2	5.4	5	5.2	5.1	5.1	5.3	5.2	5	5.3	4.8	5		6	4.8	1.2	0.206896552	0.037202813	0
ZFTA	4.7	4.5	4.7	4.4	4.6	4.9	4.9	4.6	4.5	4.6	4.8	4.6	4.5	4.8	4.7	4.7	4.5	4.2	4.5	4.6	4.5	4.7	5.1	4.6	4.5	4.6	4.7	4.3	4.7	4.4	4.6	4.5	5	4.7	4.5	4.6	4.7	4.6	4.6	4.5	4.6	4.8	4.7	4.8	4.8	5	4.7	4.8	4.8	4.7		5.1	4.2	0.9	0.173076923	0.037198464	0
LRRC57	4.3	4.4	4.4	4.2	4.3	4.4	4.7	4.1	4.3	4.5	4.2	4.3	4.2	4.3	4.2	4.5	4.3	4.3	4.5	4.5	4.3	4.5	5	4.4	4.4	4.2	4.4	4.4	4.2	4.2	4.5	4.2	4.3	4.5	4.4	4.3	4.4	4.4	4.4	4.5	4.5	4.4	4.6	4.5	4.6	4.4	4.1	4.3	4.4	4.1		5	4.1	0.9	0.176470588	0.037184264	0
CTSL	8.8	9.3	9	9.3	9.2	9.1	8.7	9.3	8.1	9.1	8.8	9.3	9.2	8.9	9.3	9.1	9.3	9.1	9.3	9.2	9.2	9.2	7.3	9.3	9.2	9.1	9	9.1	9	9.3	9.4	9.3	9.1	9	9.1	9.2	9	9	9.2	9.2	8.9	9.3	9.1	9.1	8.9	9	9.5	9.2	9.1	9.3		9.5	7.3	2.2	0.265060241	0.037164921	0
UNC45A	6.9	7	6.8	7.2	7	6.9	6.4	7.1	6.7	7.1	7.2	7.2	7.1	7.1	7.1	7	6.9	7.2	7	7.2	7.3	7	5.8	7	7	7.1	6.9	7.2	7.2	7.5	7.1	6.9	6.6	6.9	6.9	7	6.9	7.1	6.8	6.7	6.7	6.9	6.7	6.7	6.9	6.9	6.8	6.8	6.8	7		7.5	5.8	1.7	0.25	0.037163285	0
SERF2	8.2	7.8	7.6	7.5	7.9	7.6	7.3	8	8.3	7.9	7.7	7.8	8	7.9	8.2	7.9	8.1	7.9	7.6	7.5	7.6	7.6	6.4	7.7	7.8	7.9	7.7	7.6	7.9	7.7	7.7	7.8	7.9	7.7	7.9	8	7.6	7.8	8	7.9	8.2	7.7	7.8	7.7	7.6	7.4	7.8	7.5	7.9	7.7		8.3	6.4	1.9	0.256756757	0.03714419	0
